RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4790,15743828,Stevens,691,France,Male,41,2,0,1,1,1,56850.92,1
4791,15642022,Zito,621,Spain,Male,34,8,0,1,0,0,47972.65,0
4792,15746461,Taylor,709,Spain,Male,35,2,0,2,1,0,104982.39,0
4793,15809991,Ferrari,756,Spain,Male,19,4,130274.22,1,1,1,133535.29,0
4794,15787322,Yeh,788,France,Female,41,6,0,1,1,1,25571.37,0
4795,15575498,Gould,705,France,Female,39,5,149379.66,2,1,0,96075.55,0
4796,15691387,Agafonova,483,France,Male,29,9,0,1,1,1,81634.45,0
4797,15765457,Fowler,719,Spain,Male,35,1,100829.94,1,1,1,165008.97,0
4798,15666173,Chidumaga,793,Germany,Female,32,1,96408.98,1,1,1,138191.81,0
4799,15627377,Sabbatini,593,France,Male,41,6,0,2,1,1,99136.49,0
4800,15656683,Johnson,551,France,Male,52,1,0,1,0,0,63584.55,1
4801,15679810,Chapman,690,France,Male,39,6,0,2,1,0,160532.88,0
4802,15606310,Birk,823,France,Male,71,5,149105.08,1,0,1,162683.06,0
4803,15756871,Capon,512,Spain,Male,39,3,0,1,1,0,134878.19,0
4804,15610002,Chidubem,802,Spain,Male,41,5,0,2,1,1,134626.3,0
4805,15567802,Childs,450,Spain,Female,34,2,0,2,1,0,175480.93,0
4806,15745452,Sun,651,Germany,Male,41,1,90218.11,1,1,0,174337.68,0
4807,15617252,Lung,697,France,Female,33,1,87347.7,1,1,0,172524.51,0
4808,15753248,Tao,611,France,Male,28,2,0,2,0,0,25395.83,0
4809,15610755,Napolitano,643,France,Female,33,0,137811.75,1,1,1,184856.89,0
4810,15662238,Davis,822,France,Male,37,3,105563,1,1,0,182624.93,0
4811,15799186,Sagese,632,France,Male,38,4,0,2,0,0,192505.62,0
4812,15686941,Hutchinson,575,Spain,Female,26,7,0,2,1,0,112507.63,0
4813,15601172,Nelson,672,France,Male,31,6,91125.75,1,1,0,177295.92,0
4814,15723858,Schiavone,517,Spain,Male,39,3,0,2,0,1,12465.51,0
4815,15615896,Chienezie,621,Spain,Male,39,8,0,2,1,0,36122.96,0
4816,15737647,Obioma,775,Germany,Female,77,6,135120.56,1,1,0,37836.64,0
4817,15582841,Butusov,600,France,Male,29,8,0,2,0,1,34747.43,0
4818,15760090,Pisano,640,France,Male,28,7,0,2,1,1,131097.9,0
4819,15588587,Stetson,752,France,Female,36,1,86837.95,1,1,1,105280.55,0
4820,15683157,Waring,613,France,Male,26,4,100446.57,1,0,1,149653.81,0
4821,15694209,Fanucci,484,France,Female,32,3,0,2,1,1,139390.99,0
4822,15655875,Thao,511,France,Female,33,3,0,2,1,0,132436.71,0
4823,15805704,Murphy,745,France,Female,32,2,0,4,0,1,179705.13,1
4824,15744789,McConnell,786,Spain,Female,32,6,114512.59,1,1,0,15796.66,0
4825,15799357,Armfield,727,France,Male,35,5,136364.46,1,0,0,142754.71,0
4826,15726153,Fanucci,622,France,Male,31,5,106260.67,1,1,1,2578.43,0
4827,15713346,Panina,794,France,Male,24,10,146126.75,1,1,1,88992.05,0
4828,15665053,Nixon,636,Spain,Male,52,4,111284.53,1,0,1,32936.44,1
4829,15592379,Walker,741,Spain,Female,42,9,121056.63,2,1,0,39122.58,0
4830,15692599,Chiemela,687,France,Male,34,5,128270.56,1,1,0,191092.62,0
4831,15620758,Martel,660,Spain,Male,30,4,0,2,1,0,129149.06,0
4832,15637428,Briggs,660,France,Male,35,7,0,2,1,0,13218.6,0
4833,15808389,Iheatu,617,France,Female,79,7,0,1,1,1,160589.18,0
4834,15807003,Jennings,762,France,Male,32,10,191775.65,1,1,0,179657.83,0
4835,15702912,Ch'en,752,Spain,Female,35,2,0,1,1,0,44335.54,1
4836,15590623,Kovalyov,561,Spain,Male,34,4,85141.79,2,1,1,29217.37,0
4837,15728078,Yeh,609,France,Male,26,10,126392.18,1,0,1,43651.49,0
4838,15708256,Chien,803,France,Male,28,3,0,2,1,0,159654,0
4839,15582335,Brown,556,France,Female,40,9,129860.37,1,0,0,17992.94,0
4840,15649150,Buddicom,531,France,Female,53,5,127642.44,1,1,0,141501.45,1
4841,15691647,McGregor,411,France,Female,35,2,0,2,1,1,93825.78,0
4842,15668270,Thompson,587,Germany,Female,44,5,125584.17,2,1,1,41852.24,1
4843,15624820,Ross,683,Spain,Male,56,7,50911.21,3,0,0,97629.31,1
4844,15736254,Ch'ang,654,France,Male,29,2,91955.61,1,1,0,37065.66,0
4845,15720814,Warren,670,Germany,Female,36,2,84266.44,2,0,0,38614.69,0
4846,15642997,Uspenskaya,655,France,Female,36,2,147149.59,1,1,1,87816.86,0
4847,15693200,King,752,France,Female,36,7,0,2,1,0,184866.86,0
4848,15624596,Trentini,534,France,Female,23,5,104822.45,1,0,1,160176.47,0
4849,15807167,Konovalova,635,France,Male,42,1,146766.72,2,0,1,164357.1,0
4850,15660301,Dellucci,491,Germany,Male,70,6,148745.92,2,1,1,17818.33,0
4851,15593094,Goddard,516,France,Male,27,9,0,1,1,0,142680.64,1
4852,15618239,Neumann,530,France,Female,48,0,0,1,1,0,85081.09,0
4853,15574137,Ch'in,687,Spain,Male,35,3,0,2,1,1,176450.19,0
4854,15614740,Walters,684,France,Female,41,6,135203.81,2,1,1,121967.88,0
4855,15574071,Muravyova,706,Germany,Male,23,2,93301.97,2,0,1,127187.04,0
4856,15671148,Barry,490,Germany,Male,33,5,96341,2,0,0,108313.34,0
4857,15721921,Woolnough,796,France,Male,44,8,165326.2,1,1,1,57205.55,0
4858,15717995,Keen,849,France,Male,27,0,0,2,0,1,157891.86,0
4859,15632050,Liebe,779,France,Female,41,10,99786.2,1,1,0,86927.53,0
4860,15647111,White,794,Spain,Female,22,4,114440.24,1,1,1,107753.07,0
4861,15759991,Hunter,748,Spain,Male,36,4,141573.55,1,1,0,82158.14,0
4862,15790204,Myers,663,Spain,Female,22,9,0,1,1,0,29135.89,1
4863,15686780,Rogova,645,Spain,Female,55,1,133676.65,1,0,1,17095.49,0
4864,15640491,Raff,464,France,Female,33,10,147493.7,2,1,0,100447.53,0
4865,15783225,Cocci,737,France,Male,54,9,0,1,1,0,83470.4,1
4866,15734438,Kanayochukwu,590,France,Female,29,4,0,2,1,0,121846.81,0
4867,15688760,Obialo,522,Germany,Female,37,3,95022.57,1,1,1,129107.59,0
4868,15768124,Liu,648,France,Female,34,3,0,1,1,0,54726.43,0
4869,15661330,Gilbert,754,France,Male,37,6,0,1,1,1,116141.72,0
4870,15781272,Coles,669,France,Male,50,4,149713.61,3,1,1,124872.42,1
4871,15573888,Ponomaryov,648,Germany,Female,43,1,107963.38,1,0,0,186438.86,1
4872,15575858,Bergamaschi,763,France,Male,40,3,0,2,1,0,134281.11,0
4873,15645937,Guerin,790,Spain,Male,32,3,0,1,1,0,91044.47,0
4874,15702337,Sinclair,581,France,Male,37,7,0,2,1,1,74320.75,0
4875,15764537,Dominguez,703,France,Male,43,8,0,2,1,0,9704.66,0
4876,15619616,Costa,571,France,Female,33,9,102017.25,2,0,0,128600.49,0
4877,15585133,Wei,657,Spain,Female,27,8,0,2,0,0,6468.24,0
4878,15573971,Mills,737,France,Male,44,7,0,2,0,0,57898.58,0
4879,15579433,Pugh,793,Spain,Male,29,8,96674.55,2,0,0,192120.66,0
4880,15777045,Price,783,Spain,Female,44,3,81811.71,1,1,0,164213.53,1
4881,15611580,Wood,751,Spain,Male,33,4,79281.61,1,1,0,117547.76,0
4882,15614778,Robertson,579,France,Male,31,6,0,2,1,0,26149.25,0
4883,15771750,Sawtell,655,Germany,Female,36,10,122314.39,1,1,0,9181.66,0
4884,15593280,Yuryeva,614,Germany,Male,43,8,140733.74,1,1,1,166588.76,0
4885,15569274,Pisano,678,Germany,Male,49,2,116933.11,1,1,0,195053.58,1
4886,15654408,Kharitonova,562,Spain,Male,41,5,165445.04,2,1,0,85787.31,0
4887,15657468,Simmons,711,Germany,Female,53,5,123805.03,1,1,0,102428.51,0
4888,15614213,Muramats,620,France,Male,37,0,107548.94,1,1,0,71175.94,0
4889,15589869,Tang,437,France,Male,49,9,111634.29,2,0,1,166440.32,0
4890,15693205,Peng,691,Germany,Female,41,8,109153.96,3,1,1,148848.76,1
4891,15797113,Bevan,552,Spain,Female,34,4,0,2,1,0,140286.69,0
4892,15676958,Zito,765,Germany,Male,34,5,86055.17,2,1,1,104220.5,0
4893,15739592,Sokolov,707,Germany,Female,51,10,98438.23,1,0,0,70778.63,1
4894,15656263,Teng,764,Spain,Male,29,5,0,2,1,0,65868.28,0
4895,15636872,Amadi,585,France,Female,32,8,144705.87,2,0,0,171482.56,0
4896,15589435,Davide,784,France,Male,31,7,0,2,1,1,143204.41,0
4897,15640464,Parkes,605,France,Male,41,5,91612.91,1,1,1,28427.84,0
4898,15723851,Mazzanti,699,Spain,Male,40,2,0,1,1,0,78387.32,0
4899,15722122,Findlay,544,France,Female,40,7,0,1,0,1,161076.92,0
4900,15696852,Hsu,803,France,Female,32,9,192122.84,1,1,1,54277.45,1
4901,15634936,Chukwukadibia,735,France,Male,41,7,179904,1,1,1,137180.95,0
4902,15575935,Baxter,673,France,Male,59,0,178058.06,2,0,1,21063.71,1
4903,15634491,Kung,652,France,Male,30,2,176166.56,2,1,1,152210.81,0
4904,15628530,Booth,694,France,Male,42,3,156864.2,2,0,0,88890.75,0
4905,15678720,Evans,741,France,Female,44,7,0,2,1,1,190534.76,0
4906,15627999,Kung,590,Spain,Male,30,3,0,2,1,0,83090.35,0
4907,15571244,Tung,809,Spain,Female,33,3,0,2,0,1,141426.78,0
4908,15739931,Yuan,523,France,Male,34,2,161588.89,1,1,1,51358.66,0
4909,15806256,Jackson,540,France,Male,48,2,109349.29,1,1,0,88703.04,1
4910,15787258,Ross,596,Spain,Female,29,6,0,2,1,0,116696.77,0
4911,15706463,Yang,597,France,Female,36,9,0,2,1,1,7156.09,0
4912,15691004,Yu,407,Spain,Male,37,1,0,1,1,1,49161.12,1
4913,15792228,Onwumelu,748,France,Male,60,0,152335.7,1,1,0,126743.33,1
4914,15733447,Gay,562,France,Female,51,1,124662.54,1,1,1,65390.46,1
4915,15679062,Morrison,734,Germany,Female,47,10,91522.04,2,1,1,138835.91,0
4916,15594409,Belov,710,France,Male,45,1,0,2,1,1,36154.66,0
4917,15613816,Mao,539,Spain,Female,39,6,62052.28,1,0,1,59755.14,0
4918,15681991,Walsh,542,France,Male,32,7,107871.72,1,1,0,125302.64,0
4919,15796074,Bruno,717,France,Female,36,2,99472.76,2,1,0,94274.72,1
4920,15625941,Gray,682,Spain,Female,50,10,128039.01,1,1,1,102260.16,0
4921,15615016,Maurer,515,France,Male,33,2,0,2,1,1,136028.97,0
4922,15748414,Chiang,526,Spain,Female,33,8,114634.63,2,1,0,110114.38,1
4923,15751203,Cattaneo,702,France,Male,26,5,56738.47,2,1,1,100442.22,1
4924,15662658,Grieve,651,Germany,Male,34,2,90355.12,2,0,0,193597.94,0
4925,15574868,Lowell,792,Germany,Male,36,5,115725.24,2,0,0,1871.25,0
4926,15790282,Trentino,817,Germany,Male,58,3,114327.59,2,1,1,42831.11,0
4927,15762927,Sung,674,Germany,Female,36,6,100762.64,1,1,0,182156.86,0
4928,15803456,Yen,641,France,Female,40,9,0,1,0,0,151648.66,1
4929,15771857,Philipp,513,Spain,Male,39,7,89039.9,2,1,1,146738.83,0
4930,15700601,Dynon,561,France,Male,34,1,78829.53,1,1,1,12148.2,0
4931,15569670,Alexeyeva,627,Germany,Male,30,6,112372.96,1,1,1,118029.09,0
4932,15772341,Hs?eh,682,Germany,Male,81,6,122029.15,1,1,1,50783.88,0
4933,15661548,Ferri,683,France,Female,29,0,157829.12,1,0,0,129891.66,0
4934,15787597,Hsu,420,Germany,Female,31,1,108377.75,2,1,1,9904.63,0
4935,15806913,Bishop,670,France,Female,54,2,95507.12,1,1,1,63213.31,0
4936,15804862,Toscani,505,Germany,Male,43,6,127146.68,1,0,0,137565.87,0
4937,15792986,T'ao,580,Germany,Male,24,1,133811.78,1,1,0,17185.95,1
4938,15625632,Philip,577,France,Male,36,3,121092.47,2,0,1,143783.46,0
4939,15727703,Li Fonti,773,Germany,Male,34,10,126979.75,1,0,0,36823.28,0
4940,15606273,Rene,616,France,Male,37,5,144235.73,2,0,0,154957.66,1
4941,15799652,Daigle,763,France,Female,38,0,152582.2,2,0,0,31892.82,0
4942,15715047,Joshua,640,Spain,Male,43,9,172478.15,1,1,0,191084.4,1
4943,15784687,Simmons,592,France,Male,36,1,126477.42,1,0,0,179718.17,0
4944,15615322,Jamieson,528,Spain,Male,43,7,97473.87,2,1,1,159823.16,0
4945,15722072,Hou,630,France,Male,53,5,138053.67,1,0,1,114110.97,0
4946,15646784,Cochran,529,France,Female,31,2,164003.05,2,1,1,60993.23,0
4947,15644692,Bibb,546,France,Female,47,8,0,1,1,1,66408.01,1
4948,15670354,Jen,753,France,Female,62,6,0,2,1,1,136398.9,0
4949,15716357,Corran,772,Spain,Female,39,4,122486.11,2,1,1,140709.25,0
4950,15786717,He,567,France,Male,36,1,0,2,0,0,8555.73,0
4951,15771383,Loggia,628,Germany,Female,45,6,53667.44,1,1,0,115022.94,0
4952,15649793,Lovely,658,France,Male,20,7,0,2,0,0,187638.34,0
4953,15731543,Becker,679,Spain,Male,58,9,109327.65,1,1,1,3829.13,0
4954,15684516,Plascencia,629,Spain,Male,34,1,121151.05,1,0,0,119357.93,0
4955,15677249,Somadina,731,Spain,Male,42,9,101043.63,1,1,1,192175.52,0
4956,15581525,Walker,775,Germany,Male,33,3,83501.66,2,1,0,128841.31,0
4957,15628420,Alekseeva,660,Spain,Male,33,2,80462.24,1,0,0,150422.35,0
4958,15600478,Watson,752,France,Male,39,3,0,1,1,0,188187.05,0
4959,15594502,Zotov,655,France,Male,37,6,109093.41,2,1,0,1775.52,0
4960,15784361,Williamson,543,Spain,Female,46,5,140355.6,1,1,1,85086.78,0
4961,15767626,Carpenter,811,France,Male,42,10,0,2,1,1,3797.79,0
4962,15632521,Cattaneo,689,Germany,Male,45,0,130170.82,2,1,0,150856.38,0
4963,15665088,Gordon,531,France,Female,42,2,0,2,0,1,90537.47,0
4964,15652084,Boni,515,France,Male,40,0,109542.29,1,1,1,166370.81,0
4965,15574761,Lynch,466,France,Female,41,3,33563.95,2,1,0,178994.13,1
4966,15729515,McCarthy,782,France,Male,36,1,148795.17,2,1,1,195681.43,0
4967,15682070,Davies,611,France,Male,64,9,0,2,1,1,53277.15,0
4968,15743817,Hargreaves,621,Germany,Male,40,8,174126.75,3,1,0,172490.78,1
4969,15572158,Blackburn,604,Spain,Male,41,3,0,1,0,0,11819.84,0
4970,15584477,K?,655,Spain,Female,35,1,106405.03,1,1,1,82900.25,0
4971,15614893,Meng,689,Spain,Male,38,2,0,1,1,1,82709.8,0
4972,15665963,Cattaneo,681,Spain,Male,30,2,128393.29,1,1,1,180593.45,0
4973,15612524,Hunt,643,Germany,Male,41,2,127841.52,1,1,0,172363.41,0
4974,15596962,Owens,617,France,Female,24,4,137295.19,2,1,1,91195.12,0
4975,15744942,Steele,638,Spain,Female,55,2,155828.22,1,0,1,108987.25,1
4976,15573278,Kennedy,743,France,Male,39,6,0,2,1,0,44265.28,0
4977,15717056,Pan,828,Germany,Female,25,7,144351.86,1,1,0,116613.26,0
4978,15795881,Alexander,776,Spain,Male,35,8,106365.29,1,1,1,148527.56,0
4979,15758939,Bray,540,Germany,Male,35,7,127801.88,1,0,1,84239.46,0
4980,15792250,Nnabuife,616,Germany,Female,45,4,122793.96,1,1,1,62002.04,0
4981,15740406,Padovesi,628,Germany,Male,38,10,113525.84,1,1,0,46044.48,1
4982,15768137,Bray,667,Spain,Female,23,6,136100.69,2,0,0,169669.33,1
4983,15569120,Lucas,615,France,Male,30,7,0,2,1,1,156346.84,0
4984,15723721,Tinline,543,France,Male,30,4,140916.81,1,1,0,157711.18,0
4985,15777122,Esomchi,553,France,Female,31,4,0,2,1,1,89087.4,0
4986,15742681,Liao,554,Germany,Male,26,4,121365.39,1,1,1,8742.36,0
4987,15582090,Iroawuchi,684,Spain,Female,36,4,0,1,1,0,117038.96,0
4988,15711254,Retana,452,France,Female,35,7,0,2,1,0,164241.67,0
4989,15775067,Fang,606,France,Male,47,3,93578.68,2,0,1,137720.56,1
4990,15602851,Ozioma,629,France,Male,40,9,0,1,1,0,106.67,0
4991,15802857,Robson,659,Spain,Female,33,8,115409.6,1,0,1,1539.21,0
4992,15701175,Bruno,493,France,Female,33,8,90791.69,1,1,1,59659.53,0
4993,15783019,Price,794,France,Female,62,9,123681.32,3,1,0,173586.63,1
4994,15728912,Swanson,554,France,Female,44,6,92436.86,1,1,0,126033.9,0
4995,15585580,Chang,796,Germany,Female,52,9,167194.36,1,1,1,62808.93,1
4996,15583480,Morgan,807,France,Female,36,4,0,2,0,1,147007.33,0
4997,15620341,Nwebube,500,Germany,Male,44,9,160838.13,2,1,0,196261.64,0
4998,15613886,Trevisan,722,Spain,Male,43,1,0,1,1,0,44560.17,1
4999,15792916,Ositadimma,559,Spain,Female,40,7,144470.77,1,1,1,18917.95,0
5000,15710408,Cunningham,584,Spain,Female,38,3,0,2,1,1,4525.4,0
5001,15598695,Fields,834,Germany,Female,68,9,130169.27,2,0,1,93112.2,0
5002,15649354,Johnston,754,Spain,Male,35,4,0,2,1,1,9658.41,0
5003,15737556,Vasilyev,590,France,Male,43,7,81076.8,2,1,1,182627.25,1
5004,15671610,Hooper,740,France,Male,36,7,0,1,1,1,13177.4,0
5005,15625092,Colombo,502,Germany,Female,57,3,101465.31,1,1,0,43568.31,1
5006,15741032,Tsao,733,France,Male,48,5,0,1,0,1,117830.57,0
5007,15750014,Chikere,755,Germany,Female,37,0,113865.23,2,1,1,117396.25,0
5008,15784761,Ballard,554,Spain,Female,46,7,87603.35,3,0,1,96929.24,1
5009,15768359,Akhtar,534,France,Male,36,4,120037.96,1,1,0,36275.94,0
5010,15805769,O'Loughlin,656,Spain,Male,33,4,0,2,1,0,116706,0
5011,15719508,Davis,575,Germany,Male,49,7,121205.15,4,1,1,168080.53,1
5012,15609011,Barry,480,Spain,Male,47,8,75408.33,1,1,0,25887.89,1
5013,15703106,K'ung,575,France,Male,40,5,0,2,1,1,122488.59,0
5014,15626795,Gorman,672,France,Female,40,3,0,1,1,0,113171.61,1
5015,15773731,John,758,Spain,Female,35,5,0,2,0,0,100365.51,0
5016,15756196,Tsou,682,France,Male,50,6,121818.84,2,0,1,124151.37,0
5017,15687903,Okonkwo,501,France,Female,29,8,0,2,1,0,112664.24,0
5018,15777599,Esposito,746,Germany,Male,34,6,141806,2,1,1,183494.87,0
5019,15754577,Boni,556,France,Female,51,8,61354.14,1,1,0,198810.65,1
5020,15584113,Pratt,823,Germany,Female,53,4,124954.94,1,0,1,131259.6,1
5021,15669589,Page,491,Germany,Female,68,1,95039.12,1,0,1,116471.14,1
5022,15632793,Wilkinson,638,France,Female,29,9,103417.74,1,1,1,15336.4,0
5023,15711130,Tseng,734,France,Male,45,2,0,2,1,0,99593.28,0
5024,15615254,Clark,555,France,Male,40,10,43028.77,1,1,0,170514.21,0
5025,15720583,Finch,745,Germany,Female,44,0,119638.21,1,1,1,34265.08,1
5026,15780432,Shen,728,France,Male,37,3,122689.51,2,0,0,106977.53,1
5027,15673223,Hou,626,France,Male,44,10,0,2,0,0,164287.86,0
5028,15807989,Wall,681,Germany,Male,37,8,73179.34,2,1,1,25292.53,0
5029,15761168,Manna,478,France,Female,38,4,171913.87,1,1,0,51820.87,1
5030,15651272,Reyes,709,France,Male,38,5,0,2,1,1,81452.29,0
5031,15812832,Jideofor,562,Germany,Male,33,8,92659.2,2,1,0,1354.25,0
5032,15680517,Sal,769,Germany,Female,34,7,137239.17,1,1,1,71379.92,1
5033,15750569,Iweobiegbunam,684,Germany,Female,46,3,102955.14,2,1,0,154137.33,0
5034,15690743,Shao,536,France,Female,61,8,65190.29,1,1,1,64308.49,1
5035,15627741,Heath,631,Germany,Female,29,2,96863.52,2,1,1,31613.35,0
5036,15712121,Chidimma,657,Spain,Male,34,5,154983.98,1,1,0,27738.01,0
5037,15805429,Murray,699,Germany,Male,59,3,106819.65,1,0,1,163570.25,0
5038,15814923,Sullivan,606,Spain,Male,38,7,128578.52,1,1,1,193878.51,0
5039,15589230,Wu,612,France,Female,63,2,126473.33,1,0,1,147545.65,0
5040,15775490,Downie,660,France,Female,38,5,110570.78,2,1,0,195906.59,0
5041,15749727,Chukwufumnanya,829,Spain,Male,50,7,0,2,0,1,178458.86,0
5042,15619238,Allan,567,Spain,Male,29,8,0,2,1,0,156125.72,0
5043,15593468,Findlay,850,France,Female,33,3,0,2,1,1,11159.19,0
5044,15718454,Ch'eng,712,Spain,Female,44,2,0,2,0,0,45738.94,0
5045,15789498,Miller,562,France,Male,30,3,111099.79,2,0,0,140650.19,0
5046,15744691,Tsai,755,France,Female,29,3,0,3,1,0,4733.94,0
5047,15708289,Graham,793,Spain,Male,25,3,100913.57,1,0,0,10579.72,0
5048,15790412,Norton,471,Spain,Male,26,8,0,2,1,1,179655.87,0
5049,15741416,Yegorov,707,France,Male,42,2,16893.59,1,1,1,77502.56,0
5050,15598894,Holt,784,Spain,Male,38,10,122267.85,1,0,0,145759.93,0
5051,15663294,Kao,703,France,Male,32,1,125685.79,1,1,1,56246.72,0
5052,15572728,Ross,704,Spain,Male,36,8,127397.34,1,1,0,151335.24,0
5053,15706729,Hsiao,662,France,Male,38,0,105271.56,1,0,1,179833.45,0
5054,15674433,Allan,636,Germany,Female,28,2,115265.14,1,0,0,191627.85,0
5055,15641170,Liang,640,Spain,Male,36,4,0,1,0,0,173016.46,0
5056,15806284,Briggs,739,Spain,Male,31,1,0,2,1,1,58469.75,0
5057,15690958,Cantrell,767,Germany,Male,23,2,139542.82,1,0,1,28038.28,0
5058,15606386,Wang,753,Germany,Female,46,3,111512.75,3,1,0,159576.75,1
5059,15682322,Aksenov,714,France,Male,37,9,148466.93,2,0,1,151280.96,0
5060,15579915,Glennon,707,France,Male,29,4,0,2,1,0,139953.94,0
5061,15681928,Yancy,577,France,Female,35,4,108155.49,1,1,0,105407.79,0
5062,15734005,Mazzi,633,France,Female,42,1,0,2,1,0,56865.62,0
5063,15650432,Liu,849,Germany,Male,41,10,84622.13,1,1,1,198072.16,0
5064,15592578,Nucci,614,Spain,Female,41,7,146997.64,2,0,0,137791.18,0
5065,15671243,Y?,558,France,Female,47,9,0,2,1,0,103787.28,0
5066,15775709,Nucci,832,France,Female,27,10,98590.25,1,1,0,30912.89,0
5067,15702631,Tang,567,France,Female,26,2,0,2,1,1,78651.55,0
5068,15602282,Kao,587,Germany,Female,45,8,134980.74,1,1,1,123309.57,1
5069,15717879,Chen,712,Spain,Female,79,5,108078.56,1,1,1,174118.93,0
5070,15740878,Yao,655,Spain,Female,29,9,0,2,0,1,85736.26,0
5071,15794468,Tsou,641,France,Female,42,6,0,2,0,0,121138.77,0
5072,15773277,Barnes,676,France,Male,35,5,106836.67,2,1,0,84199.78,0
5073,15572657,H?,472,France,Male,29,8,102490.27,1,0,1,181224.56,0
5074,15800295,Cruz,644,Germany,Male,34,9,112746.54,2,0,0,141230.07,0
5075,15672397,Smith,598,France,Male,38,0,125487.89,1,0,0,158111.71,0
5076,15684921,Onuchukwu,792,Spain,Male,25,8,142862.21,1,1,1,130639.01,0
5077,15720676,Bukowski,700,France,Female,37,7,0,2,1,0,17040.82,0
5078,15731829,Simmons,616,France,Male,34,10,0,2,1,0,25662.27,0
5079,15732672,Stewart,743,Spain,Male,35,6,79388.33,1,1,1,193360.69,0
5080,15692406,Gow,427,France,Male,37,5,0,2,1,1,121485.1,0
5081,15764405,Williams,731,France,Male,29,10,0,2,1,1,162452.65,0
5082,15757537,Francis,610,France,Female,31,6,107784.65,1,1,1,141137.53,0
5083,15793307,Calabresi,724,Spain,Female,41,4,142880.28,3,0,0,185541.2,1
5084,15660679,Chimaobim,653,Spain,Female,38,9,149571.94,1,1,0,118383.18,0
5085,15666856,Chikwendu,774,France,Male,49,1,142767.39,1,1,1,8214.41,0
5086,15687372,Padovesi,547,Germany,Male,49,8,121537.71,2,1,0,46521.45,1
5087,15667289,Henderson,719,Spain,Male,50,2,0,2,0,0,10772.13,0
5088,15624641,Kharlamova,740,Spain,Male,43,9,0,1,1,0,199290.68,1
5089,15734610,Onio,543,France,Male,42,4,89838.71,3,1,0,85983.54,1
5090,15631882,Yeh,688,Germany,Male,45,9,103399.87,1,0,0,129870.93,0
5091,15642709,Feng,474,France,Female,30,9,0,2,0,0,63158.22,0
5092,15811026,Norman,505,Germany,Male,43,5,136855.94,2,1,0,171070.52,0
5093,15596303,White,688,France,Female,39,0,0,2,1,0,53222.15,1
5094,15787255,Manfrin,650,Germany,Female,55,2,140891.46,3,1,1,179834.45,1
5095,15617166,Ritchie,610,France,Male,37,0,0,1,1,0,114514.64,0
5096,15742442,Udegbulam,705,Spain,Female,46,5,89364.91,1,0,1,139162.15,0
5097,15758692,Kao,669,France,Female,29,7,146011.4,1,0,0,50249.16,0
5098,15568238,Diaz,650,Spain,Male,20,8,0,2,1,1,113469.65,0
5099,15730353,Olisaemeka,550,Germany,Male,29,9,145294.08,2,1,0,147484.13,0
5100,15731555,Ross-Watt,595,Germany,Female,45,9,106000.12,1,0,0,191448.96,1
5101,15582404,Miller,572,Spain,Female,26,5,0,2,1,0,119381.41,0
5102,15721462,Shubin,622,Spain,Female,58,2,0,2,1,1,33277.31,0
5103,15632899,Nwankwo,662,Spain,Male,20,9,104508.77,2,0,0,73107.53,0
5104,15808526,Cartwright,783,Germany,Female,58,3,127539.3,1,1,1,96590.39,1
5105,15694349,Ngozichukwuka,714,Spain,Male,44,7,0,1,0,1,6923.11,0
5106,15718465,Sadler,671,Germany,Male,51,3,96891.46,1,1,0,176403.33,1
5107,15682995,Azuka,600,France,Female,32,1,78535.25,1,1,0,64349.6,0
5108,15584776,Shen,847,Spain,Female,37,9,112712.17,1,1,0,116097.26,0
5109,15777772,Whittaker,650,Spain,Male,55,9,119618.42,1,1,1,29861.13,0
5110,15576156,Abazu,710,Spain,Female,28,6,0,1,1,0,48426.98,0
5111,15646756,Murphy,682,France,Female,33,8,74963.5,1,1,1,32770.56,0
5112,15742886,Ford,642,France,Male,26,1,138023.79,2,0,1,117060.2,0
5113,15586135,Gratwick,536,Spain,Female,28,4,0,1,1,1,136197.65,0
5114,15616152,Pai,754,France,Female,47,1,185513.67,1,1,0,27438.83,0
5115,15721460,Lorenzo,678,France,Male,60,8,185648.56,1,0,0,192156.54,1
5116,15727317,Brady,533,Germany,Female,49,1,102286.6,3,1,0,69409.37,1
5117,15649536,Wong,741,Germany,Male,38,4,128015.83,1,1,0,58440.43,0
5118,15754929,Douglas,757,France,Male,31,10,39539.39,2,0,0,192519.39,0
5119,15572051,Kennedy,721,France,Male,40,3,0,1,1,1,144874.67,0
5120,15668142,Chang,700,France,Male,37,3,77608.46,2,1,1,175373.46,0
5121,15701176,Brown,663,France,Male,26,5,141462.13,1,1,0,440.2,0
5122,15708422,Hsiung,677,Spain,Female,35,0,0,2,0,0,76637.38,0
5123,15655632,MacDonald,655,France,Male,27,2,131691.33,1,1,0,49480.66,0
5124,15744606,Davidson,832,Spain,Male,29,8,93833.86,1,0,1,10417.87,0
5125,15612140,Milano,721,Spain,Female,46,7,137933.39,1,1,1,67976.57,0
5126,15656086,Bovee,542,Spain,Male,54,8,105770.14,1,0,1,140929.98,1
5127,15655298,Lewis,654,Spain,Female,54,5,0,2,0,1,47139.06,0
5128,15644796,Dyer,821,Spain,Female,38,8,0,2,0,1,126241.4,1
5129,15726250,Hsia,508,France,Female,38,3,166328.65,2,0,1,22614.19,0
